drug1,drug2,cell line,drugname1,drugname2
38721,613327,RPMI-8226,Mitotane,Gemcitabine hydrochloride
138783,613327,RPMI-8226,Bendamustine hydrochloride,Gemcitabine hydrochloride
32065,719345,RPMI-8226,Hydroxyurea,Letrozole
45923,719345,RPMI-8226,Methoxsalen,Letrozole
701852,719345,RPMI-8226,Vorinostat,Letrozole
362856,719345,RPMI-8226,Temozolomide,Letrozole
122819,719345,RPMI-8226,Teniposide,Letrozole
66847,719345,RPMI-8226,Thalidomide,Letrozole
82151,719345,RPMI-8226,Daunorubicin hydrochloride,Letrozole
123127,719345,RPMI-8226,Doxorubicin hydrochloride,Letrozole
125973,719345,RPMI-8226,Paclitaxel,Letrozole
141540,719345,RPMI-8226,Etoposide,Letrozole
713563,719345,RPMI-8226,Exemestane,Letrozole
715055,719345,RPMI-8226,Gefitinib,Letrozole
740,719345,RPMI-8226,Methotrexate,Letrozole
628503,719345,RPMI-8226,Docetaxel,Letrozole
681239,719345,RPMI-8226,Bortezomib,Letrozole
241240,719345,RPMI-8226,Carboplatin,Letrozole
122758,719345,RPMI-8226,Tretinoin,Letrozole
3053,719345,RPMI-8226,Dactinomycin,Letrozole
180973,719345,RPMI-8226,Tamoxifen citrate,Letrozole
226080,719345,RPMI-8226,Sirolimus,Letrozole
67574,719345,RPMI-8226,Vincristine sulfate,Letrozole
71423,719345,RPMI-8226,Megestrol acetate,Letrozole
3088,719345,RPMI-8226,Chlorambucil,Letrozole
26271,719345,RPMI-8226,Cyclophosphamide,Letrozole
14229,719345,RPMI-8226,Quinacrine hydrochloride,Letrozole
613327,719345,RPMI-8226,Gemcitabine hydrochloride,Letrozole
102816,719345,RPMI-8226,Azacitidine,Letrozole
279836,719345,RPMI-8226,Mitoxantrone,Letrozole
712807,719345,RPMI-8226,Capecitabine,Letrozole
63878,719345,RPMI-8226,Cytarabine hydrochloride,Letrozole
409962,719345,RPMI-8226,Carmustine,Letrozole
718781,719345,RPMI-8226,Erlotinib hydrochloride,Letrozole
266046,719345,RPMI-8226,Oxaliplatin,Letrozole
1390,719345,RPMI-8226,Allopurinol,Letrozole
125066,719345,RPMI-8226,Bleomycin sulfate,Letrozole
256942,719345,RPMI-8226,4'-Epiadriamycin,Letrozole
27640,719345,RPMI-8226,Floxuridine,Letrozole
49842,719345,RPMI-8226,Vinblastine sulfate,Letrozole
109724,719345,RPMI-8226,Ifosfamide,Letrozole
719276,719345,RPMI-8226,Fulvestrant,Letrozole
609699,719345,RPMI-8226,Topotecan hydrochloride,Letrozole
750,719345,RPMI-8226,Busulfan,Letrozole
719344,719345,RPMI-8226,Anastrozole,Letrozole
119875,719345,RPMI-8226,Cisplatin,Letrozole
85998,719345,RPMI-8226,Streptozocin,Letrozole
8806,719345,RPMI-8226,Melphalan,Letrozole
92859,719345,RPMI-8226,Arsenic trioxide,Letrozole
755,719345,RPMI-8226,Mercaptopurine,Letrozole
19893,719345,RPMI-8226,Fluorouracil,Letrozole
105014,719345,RPMI-8226,Cladribine,Letrozole
26980,719345,RPMI-8226,Mitomycin,Letrozole
118218,719345,RPMI-8226,Fludarabine,Letrozole
127716,719345,RPMI-8226,Decitabine,Letrozole
606869,719345,RPMI-8226,Clofarabine,Letrozole
256439,719345,RPMI-8226,Idarubicin hydrochloride,Letrozole
608210,719345,RPMI-8226,Vinorelbine tartrate,Letrozole
6396,719345,RPMI-8226,Thiotepa,Letrozole
752,719345,RPMI-8226,Thioguanine,Letrozole
698037,719345,RPMI-8226,Pemetrexed Disodium,Letrozole
45388,719345,RPMI-8226,Dacarbazine,Letrozole
38721,719345,RPMI-8226,Mitotane,Letrozole
673596,719345,RPMI-8226,7-Ethyl-10-hydroxycamptothecin,Letrozole
707389,719345,RPMI-8226,Eribulin mesylate,Letrozole
138783,719345,RPMI-8226,Bendamustine hydrochloride,Letrozole
32065,102816,RPMI-8226,Hydroxyurea,Azacitidine
45923,102816,RPMI-8226,Methoxsalen,Azacitidine
66847,102816,RPMI-8226,Thalidomide,Azacitidine
82151,102816,RPMI-8226,Daunorubicin hydrochloride,Azacitidine
740,102816,RPMI-8226,Methotrexate,Azacitidine
3053,102816,RPMI-8226,Dactinomycin,Azacitidine
67574,102816,RPMI-8226,Vincristine sulfate,Azacitidine
71423,102816,RPMI-8226,Megestrol acetate,Azacitidine
3088,102816,RPMI-8226,Chlorambucil,Azacitidine
26271,102816,RPMI-8226,Cyclophosphamide,Azacitidine
14229,102816,RPMI-8226,Quinacrine hydrochloride,Azacitidine
63878,102816,RPMI-8226,Cytarabine hydrochloride,Azacitidine
1390,102816,RPMI-8226,Allopurinol,Azacitidine
27640,102816,RPMI-8226,Floxuridine,Azacitidine
49842,102816,RPMI-8226,Vinblastine sulfate,Azacitidine
750,102816,RPMI-8226,Busulfan,Azacitidine
85998,102816,RPMI-8226,Streptozocin,Azacitidine
8806,102816,RPMI-8226,Melphalan,Azacitidine
92859,102816,RPMI-8226,Arsenic trioxide,Azacitidine
755,102816,RPMI-8226,Mercaptopurine,Azacitidine
19893,102816,RPMI-8226,Fluorouracil,Azacitidine
26980,102816,RPMI-8226,Mitomycin,Azacitidine
6396,102816,RPMI-8226,Thiotepa,Azacitidine
752,102816,RPMI-8226,Thioguanine,Azacitidine
45388,102816,RPMI-8226,Dacarbazine,Azacitidine
38721,102816,RPMI-8226,Mitotane,Azacitidine
32065,279836,RPMI-8226,Hydroxyurea,Mitoxantrone
45923,279836,RPMI-8226,Methoxsalen,Mitoxantrone
122819,279836,RPMI-8226,Teniposide,Mitoxantrone
66847,279836,RPMI-8226,Thalidomide,Mitoxantrone
82151,279836,RPMI-8226,Daunorubicin hydrochloride,Mitoxantrone
123127,279836,RPMI-8226,Doxorubicin hydrochloride,Mitoxantrone
125973,279836,RPMI-8226,Paclitaxel,Mitoxantrone
141540,279836,RPMI-8226,Etoposide,Mitoxantrone
740,279836,RPMI-8226,Methotrexate,Mitoxantrone
241240,279836,RPMI-8226,Carboplatin,Mitoxantrone
122758,279836,RPMI-8226,Tretinoin,Mitoxantrone
3053,279836,RPMI-8226,Dactinomycin,Mitoxantrone
180973,279836,RPMI-8226,Tamoxifen citrate,Mitoxantrone
226080,279836,RPMI-8226,Sirolimus,Mitoxantrone
67574,279836,RPMI-8226,Vincristine sulfate,Mitoxantrone
71423,279836,RPMI-8226,Megestrol acetate,Mitoxantrone
3088,279836,RPMI-8226,Chlorambucil,Mitoxantrone
26271,279836,RPMI-8226,Cyclophosphamide,Mitoxantrone
14229,279836,RPMI-8226,Quinacrine hydrochloride,Mitoxantrone
102816,279836,RPMI-8226,Azacitidine,Mitoxantrone
63878,279836,RPMI-8226,Cytarabine hydrochloride,Mitoxantrone
266046,279836,RPMI-8226,Oxaliplatin,Mitoxantrone
1390,279836,RPMI-8226,Allopurinol,Mitoxantrone
125066,279836,RPMI-8226,Bleomycin sulfate,Mitoxantrone
256942,279836,RPMI-8226,4'-Epiadriamycin,Mitoxantrone
27640,279836,RPMI-8226,Floxuridine,Mitoxantrone
49842,279836,RPMI-8226,Vinblastine sulfate,Mitoxantrone
109724,279836,RPMI-8226,Ifosfamide,Mitoxantrone
750,279836,RPMI-8226,Busulfan,Mitoxantrone
119875,279836,RPMI-8226,Cisplatin,Mitoxantrone
85998,279836,RPMI-8226,Streptozocin,Mitoxantrone
8806,279836,RPMI-8226,Melphalan,Mitoxantrone
92859,279836,RPMI-8226,Arsenic trioxide,Mitoxantrone
755,279836,RPMI-8226,Mercaptopurine,Mitoxantrone
19893,279836,RPMI-8226,Fluorouracil,Mitoxantrone
105014,279836,RPMI-8226,Cladribine,Mitoxantrone
26980,279836,RPMI-8226,Mitomycin,Mitoxantrone
118218,279836,RPMI-8226,Fludarabine,Mitoxantrone
127716,279836,RPMI-8226,Decitabine,Mitoxantrone
256439,279836,RPMI-8226,Idarubicin hydrochloride,Mitoxantrone
6396,279836,RPMI-8226,Thiotepa,Mitoxantrone
752,279836,RPMI-8226,Thioguanine,Mitoxantrone
45388,279836,RPMI-8226,Dacarbazine,Mitoxantrone
38721,279836,RPMI-8226,Mitotane,Mitoxantrone
138783,279836,RPMI-8226,Bendamustine hydrochloride,Mitoxantrone
32065,712807,RPMI-8226,Hydroxyurea,Capecitabine
45923,712807,RPMI-8226,Methoxsalen,Capecitabine
701852,712807,RPMI-8226,Vorinostat,Capecitabine
362856,712807,RPMI-8226,Temozolomide,Capecitabine
122819,712807,RPMI-8226,Teniposide,Capecitabine
66847,712807,RPMI-8226,Thalidomide,Capecitabine
82151,712807,RPMI-8226,Daunorubicin hydrochloride,Capecitabine
123127,712807,RPMI-8226,Doxorubicin hydrochloride,Capecitabine
125973,712807,RPMI-8226,Paclitaxel,Capecitabine
141540,712807,RPMI-8226,Etoposide,Capecitabine
740,712807,RPMI-8226,Methotrexate,Capecitabine
628503,712807,RPMI-8226,Docetaxel,Capecitabine
681239,712807,RPMI-8226,Bortezomib,Capecitabine
241240,712807,RPMI-8226,Carboplatin,Capecitabine
122758,712807,RPMI-8226,Tretinoin,Capecitabine
3053,712807,RPMI-8226,Dactinomycin,Capecitabine
180973,712807,RPMI-8226,Tamoxifen citrate,Capecitabine
226080,712807,RPMI-8226,Sirolimus,Capecitabine
67574,712807,RPMI-8226,Vincristine sulfate,Capecitabine
71423,712807,RPMI-8226,Megestrol acetate,Capecitabine
3088,712807,RPMI-8226,Chlorambucil,Capecitabine
26271,712807,RPMI-8226,Cyclophosphamide,Capecitabine
14229,712807,RPMI-8226,Quinacrine hydrochloride,Capecitabine
613327,712807,RPMI-8226,Gemcitabine hydrochloride,Capecitabine
102816,712807,RPMI-8226,Azacitidine,Capecitabine
279836,712807,RPMI-8226,Mitoxantrone,Capecitabine
63878,712807,RPMI-8226,Cytarabine hydrochloride,Capecitabine
409962,712807,RPMI-8226,Carmustine,Capecitabine
266046,712807,RPMI-8226,Oxaliplatin,Capecitabine
1390,712807,RPMI-8226,Allopurinol,Capecitabine
125066,712807,RPMI-8226,Bleomycin sulfate,Capecitabine
256942,712807,RPMI-8226,4'-Epiadriamycin,Capecitabine
27640,712807,RPMI-8226,Floxuridine,Capecitabine
49842,712807,RPMI-8226,Vinblastine sulfate,Capecitabine
109724,712807,RPMI-8226,Ifosfamide,Capecitabine
609699,712807,RPMI-8226,Topotecan hydrochloride,Capecitabine
750,712807,RPMI-8226,Busulfan,Capecitabine
119875,712807,RPMI-8226,Cisplatin,Capecitabine
85998,712807,RPMI-8226,Streptozocin,Capecitabine
8806,712807,RPMI-8226,Melphalan,Capecitabine
92859,712807,RPMI-8226,Arsenic trioxide,Capecitabine
755,712807,RPMI-8226,Mercaptopurine,Capecitabine
19893,712807,RPMI-8226,Fluorouracil,Capecitabine
105014,712807,RPMI-8226,Cladribine,Capecitabine
26980,712807,RPMI-8226,Mitomycin,Capecitabine
118218,712807,RPMI-8226,Fludarabine,Capecitabine
127716,712807,RPMI-8226,Decitabine,Capecitabine
606869,712807,RPMI-8226,Clofarabine,Capecitabine
256439,712807,RPMI-8226,Idarubicin hydrochloride,Capecitabine
608210,712807,RPMI-8226,Vinorelbine tartrate,Capecitabine
6396,712807,RPMI-8226,Thiotepa,Capecitabine
752,712807,RPMI-8226,Thioguanine,Capecitabine
698037,712807,RPMI-8226,Pemetrexed Disodium,Capecitabine
45388,712807,RPMI-8226,Dacarbazine,Capecitabine
38721,712807,RPMI-8226,Mitotane,Capecitabine
673596,712807,RPMI-8226,7-Ethyl-10-hydroxycamptothecin,Capecitabine
707389,712807,RPMI-8226,Eribulin mesylate,Capecitabine
138783,712807,RPMI-8226,Bendamustine hydrochloride,Capecitabine
32065,63878,RPMI-8226,Hydroxyurea,Cytarabine hydrochloride
45923,63878,RPMI-8226,Methoxsalen,Cytarabine hydrochloride
740,63878,RPMI-8226,Methotrexate,Cytarabine hydrochloride
3053,63878,RPMI-8226,Dactinomycin,Cytarabine hydrochloride
3088,63878,RPMI-8226,Chlorambucil,Cytarabine hydrochloride
26271,63878,RPMI-8226,Cyclophosphamide,Cytarabine hydrochloride
14229,63878,RPMI-8226,Quinacrine hydrochloride,Cytarabine hydrochloride
1390,63878,RPMI-8226,Allopurinol,Cytarabine hydrochloride
27640,63878,RPMI-8226,Floxuridine,Cytarabine hydrochloride
49842,63878,RPMI-8226,Vinblastine sulfate,Cytarabine hydrochloride
750,63878,RPMI-8226,Busulfan,Cytarabine hydrochloride
8806,63878,RPMI-8226,Melphalan,Cytarabine hydrochloride
755,63878,RPMI-8226,Mercaptopurine,Cytarabine hydrochloride
19893,63878,RPMI-8226,Fluorouracil,Cytarabine hydrochloride
26980,63878,RPMI-8226,Mitomycin,Cytarabine hydrochloride
6396,63878,RPMI-8226,Thiotepa,Cytarabine hydrochloride
752,63878,RPMI-8226,Thioguanine,Cytarabine hydrochloride
45388,63878,RPMI-8226,Dacarbazine,Cytarabine hydrochloride
38721,63878,RPMI-8226,Mitotane,Cytarabine hydrochloride
32065,409962,RPMI-8226,Hydroxyurea,Carmustine
45923,409962,RPMI-8226,Methoxsalen,Carmustine
362856,409962,RPMI-8226,Temozolomide,Carmustine
122819,409962,RPMI-8226,Teniposide,Carmustine
66847,409962,RPMI-8226,Thalidomide,Carmustine
82151,409962,RPMI-8226,Daunorubicin hydrochloride,Carmustine
123127,409962,RPMI-8226,Doxorubicin hydrochloride,Carmustine
125973,409962,RPMI-8226,Paclitaxel,Carmustine
141540,409962,RPMI-8226,Etoposide,Carmustine
740,409962,RPMI-8226,Methotrexate,Carmustine
241240,409962,RPMI-8226,Carboplatin,Carmustine
122758,409962,RPMI-8226,Tretinoin,Carmustine
3053,409962,RPMI-8226,Dactinomycin,Carmustine
180973,409962,RPMI-8226,Tamoxifen citrate,Carmustine
226080,409962,RPMI-8226,Sirolimus,Carmustine
67574,409962,RPMI-8226,Vincristine sulfate,Carmustine
71423,409962,RPMI-8226,Megestrol acetate,Carmustine
3088,409962,RPMI-8226,Chlorambucil,Carmustine
26271,409962,RPMI-8226,Cyclophosphamide,Carmustine
14229,409962,RPMI-8226,Quinacrine hydrochloride,Carmustine
102816,409962,RPMI-8226,Azacitidine,Carmustine
279836,409962,RPMI-8226,Mitoxantrone,Carmustine
63878,409962,RPMI-8226,Cytarabine hydrochloride,Carmustine
266046,409962,RPMI-8226,Oxaliplatin,Carmustine
1390,409962,RPMI-8226,Allopurinol,Carmustine
125066,409962,RPMI-8226,Bleomycin sulfate,Carmustine
256942,409962,RPMI-8226,4'-Epiadriamycin,Carmustine
27640,409962,RPMI-8226,Floxuridine,Carmustine
49842,409962,RPMI-8226,Vinblastine sulfate,Carmustine
109724,409962,RPMI-8226,Ifosfamide,Carmustine
750,409962,RPMI-8226,Busulfan,Carmustine
119875,409962,RPMI-8226,Cisplatin,Carmustine
85998,409962,RPMI-8226,Streptozocin,Carmustine
8806,409962,RPMI-8226,Melphalan,Carmustine
92859,409962,RPMI-8226,Arsenic trioxide,Carmustine
755,409962,RPMI-8226,Mercaptopurine,Carmustine
19893,409962,RPMI-8226,Fluorouracil,Carmustine
105014,409962,RPMI-8226,Cladribine,Carmustine
26980,409962,RPMI-8226,Mitomycin,Carmustine
118218,409962,RPMI-8226,Fludarabine,Carmustine
127716,409962,RPMI-8226,Decitabine,Carmustine
256439,409962,RPMI-8226,Idarubicin hydrochloride,Carmustine
6396,409962,RPMI-8226,Thiotepa,Carmustine
752,409962,RPMI-8226,Thioguanine,Carmustine
45388,409962,RPMI-8226,Dacarbazine,Carmustine
38721,409962,RPMI-8226,Mitotane,Carmustine
138783,409962,RPMI-8226,Bendamustine hydrochloride,Carmustine
32065,718781,RPMI-8226,Hydroxyurea,Erlotinib hydrochloride
45923,718781,RPMI-8226,Methoxsalen,Erlotinib hydrochloride
701852,718781,RPMI-8226,Vorinostat,Erlotinib hydrochloride
362856,718781,RPMI-8226,Temozolomide,Erlotinib hydrochloride
122819,718781,RPMI-8226,Teniposide,Erlotinib hydrochloride
66847,718781,RPMI-8226,Thalidomide,Erlotinib hydrochloride
82151,718781,RPMI-8226,Daunorubicin hydrochloride,Erlotinib hydrochloride
123127,718781,RPMI-8226,Doxorubicin hydrochloride,Erlotinib hydrochloride
125973,718781,RPMI-8226,Paclitaxel,Erlotinib hydrochloride
141540,718781,RPMI-8226,Etoposide,Erlotinib hydrochloride
713563,718781,RPMI-8226,Exemestane,Erlotinib hydrochloride
715055,718781,RPMI-8226,Gefitinib,Erlotinib hydrochloride
740,718781,RPMI-8226,Methotrexate,Erlotinib hydrochloride
628503,718781,RPMI-8226,Docetaxel,Erlotinib hydrochloride
681239,718781,RPMI-8226,Bortezomib,Erlotinib hydrochloride
241240,718781,RPMI-8226,Carboplatin,Erlotinib hydrochloride
122758,718781,RPMI-8226,Tretinoin,Erlotinib hydrochloride
3053,718781,RPMI-8226,Dactinomycin,Erlotinib hydrochloride
180973,718781,RPMI-8226,Tamoxifen citrate,Erlotinib hydrochloride
226080,718781,RPMI-8226,Sirolimus,Erlotinib hydrochloride
67574,718781,RPMI-8226,Vincristine sulfate,Erlotinib hydrochloride
71423,718781,RPMI-8226,Megestrol acetate,Erlotinib hydrochloride
3088,718781,RPMI-8226,Chlorambucil,Erlotinib hydrochloride
26271,718781,RPMI-8226,Cyclophosphamide,Erlotinib hydrochloride
14229,718781,RPMI-8226,Quinacrine hydrochloride,Erlotinib hydrochloride
613327,718781,RPMI-8226,Gemcitabine hydrochloride,Erlotinib hydrochloride
102816,718781,RPMI-8226,Azacitidine,Erlotinib hydrochloride
279836,718781,RPMI-8226,Mitoxantrone,Erlotinib hydrochloride
712807,718781,RPMI-8226,Capecitabine,Erlotinib hydrochloride
63878,718781,RPMI-8226,Cytarabine hydrochloride,Erlotinib hydrochloride
409962,718781,RPMI-8226,Carmustine,Erlotinib hydrochloride
266046,718781,RPMI-8226,Oxaliplatin,Erlotinib hydrochloride
1390,718781,RPMI-8226,Allopurinol,Erlotinib hydrochloride
125066,718781,RPMI-8226,Bleomycin sulfate,Erlotinib hydrochloride
256942,718781,RPMI-8226,4'-Epiadriamycin,Erlotinib hydrochloride
27640,718781,RPMI-8226,Floxuridine,Erlotinib hydrochloride
49842,718781,RPMI-8226,Vinblastine sulfate,Erlotinib hydrochloride
109724,718781,RPMI-8226,Ifosfamide,Erlotinib hydrochloride
609699,718781,RPMI-8226,Topotecan hydrochloride,Erlotinib hydrochloride
750,718781,RPMI-8226,Busulfan,Erlotinib hydrochloride
119875,718781,RPMI-8226,Cisplatin,Erlotinib hydrochloride
85998,718781,RPMI-8226,Streptozocin,Erlotinib hydrochloride
8806,718781,RPMI-8226,Melphalan,Erlotinib hydrochloride
92859,718781,RPMI-8226,Arsenic trioxide,Erlotinib hydrochloride
755,718781,RPMI-8226,Mercaptopurine,Erlotinib hydrochloride
19893,718781,RPMI-8226,Fluorouracil,Erlotinib hydrochloride
105014,718781,RPMI-8226,Cladribine,Erlotinib hydrochloride
26980,718781,RPMI-8226,Mitomycin,Erlotinib hydrochloride
118218,718781,RPMI-8226,Fludarabine,Erlotinib hydrochloride
127716,718781,RPMI-8226,Decitabine,Erlotinib hydrochloride
606869,718781,RPMI-8226,Clofarabine,Erlotinib hydrochloride
256439,718781,RPMI-8226,Idarubicin hydrochloride,Erlotinib hydrochloride
608210,718781,RPMI-8226,Vinorelbine tartrate,Erlotinib hydrochloride
6396,718781,RPMI-8226,Thiotepa,Erlotinib hydrochloride
752,718781,RPMI-8226,Thioguanine,Erlotinib hydrochloride
698037,718781,RPMI-8226,Pemetrexed Disodium,Erlotinib hydrochloride
45388,718781,RPMI-8226,Dacarbazine,Erlotinib hydrochloride
38721,718781,RPMI-8226,Mitotane,Erlotinib hydrochloride
673596,718781,RPMI-8226,7-Ethyl-10-hydroxycamptothecin,Erlotinib hydrochloride
707389,718781,RPMI-8226,Eribulin mesylate,Erlotinib hydrochloride
138783,718781,RPMI-8226,Bendamustine hydrochloride,Erlotinib hydrochloride
32065,266046,RPMI-8226,Hydroxyurea,Oxaliplatin
45923,266046,RPMI-8226,Methoxsalen,Oxaliplatin
122819,266046,RPMI-8226,Teniposide,Oxaliplatin
66847,266046,RPMI-8226,Thalidomide,Oxaliplatin
82151,266046,RPMI-8226,Daunorubicin hydrochloride,Oxaliplatin
123127,266046,RPMI-8226,Doxorubicin hydrochloride,Oxaliplatin
125973,266046,RPMI-8226,Paclitaxel,Oxaliplatin
141540,266046,RPMI-8226,Etoposide,Oxaliplatin
740,266046,RPMI-8226,Methotrexate,Oxaliplatin
241240,266046,RPMI-8226,Carboplatin,Oxaliplatin
122758,266046,RPMI-8226,Tretinoin,Oxaliplatin
3053,266046,RPMI-8226,Dactinomycin,Oxaliplatin
180973,266046,RPMI-8226,Tamoxifen citrate,Oxaliplatin
226080,266046,RPMI-8226,Sirolimus,Oxaliplatin
67574,266046,RPMI-8226,Vincristine sulfate,Oxaliplatin
71423,266046,RPMI-8226,Megestrol acetate,Oxaliplatin
3088,266046,RPMI-8226,Chlorambucil,Oxaliplatin
26271,266046,RPMI-8226,Cyclophosphamide,Oxaliplatin
14229,266046,RPMI-8226,Quinacrine hydrochloride,Oxaliplatin
102816,266046,RPMI-8226,Azacitidine,Oxaliplatin
63878,266046,RPMI-8226,Cytarabine hydrochloride,Oxaliplatin
1390,266046,RPMI-8226,Allopurinol,Oxaliplatin
125066,266046,RPMI-8226,Bleomycin sulfate,Oxaliplatin
256942,266046,RPMI-8226,4'-Epiadriamycin,Oxaliplatin
27640,266046,RPMI-8226,Floxuridine,Oxaliplatin
49842,266046,RPMI-8226,Vinblastine sulfate,Oxaliplatin
109724,266046,RPMI-8226,Ifosfamide,Oxaliplatin
750,266046,RPMI-8226,Busulfan,Oxaliplatin
119875,266046,RPMI-8226,Cisplatin,Oxaliplatin
85998,266046,RPMI-8226,Streptozocin,Oxaliplatin
8806,266046,RPMI-8226,Melphalan,Oxaliplatin
92859,266046,RPMI-8226,Arsenic trioxide,Oxaliplatin
755,266046,RPMI-8226,Mercaptopurine,Oxaliplatin
19893,266046,RPMI-8226,Fluorouracil,Oxaliplatin
105014,266046,RPMI-8226,Cladribine,Oxaliplatin
26980,266046,RPMI-8226,Mitomycin,Oxaliplatin
118218,266046,RPMI-8226,Fludarabine,Oxaliplatin
127716,266046,RPMI-8226,Decitabine,Oxaliplatin
256439,266046,RPMI-8226,Idarubicin hydrochloride,Oxaliplatin
6396,266046,RPMI-8226,Thiotepa,Oxaliplatin
752,266046,RPMI-8226,Thioguanine,Oxaliplatin
45388,266046,RPMI-8226,Dacarbazine,Oxaliplatin
38721,266046,RPMI-8226,Mitotane,Oxaliplatin
138783,266046,RPMI-8226,Bendamustine hydrochloride,Oxaliplatin
740,1390,RPMI-8226,Methotrexate,Allopurinol
750,1390,RPMI-8226,Busulfan,Allopurinol
755,1390,RPMI-8226,Mercaptopurine,Allopurinol
752,1390,RPMI-8226,Thioguanine,Allopurinol
32065,125066,RPMI-8226,Hydroxyurea,Bleomycin sulfate
45923,125066,RPMI-8226,Methoxsalen,Bleomycin sulfate
122819,125066,RPMI-8226,Teniposide,Bleomycin sulfate
66847,125066,RPMI-8226,Thalidomide,Bleomycin sulfate
82151,125066,RPMI-8226,Daunorubicin hydrochloride,Bleomycin sulfate
123127,125066,RPMI-8226,Doxorubicin hydrochloride,Bleomycin sulfate
740,125066,RPMI-8226,Methotrexate,Bleomycin sulfate
122758,125066,RPMI-8226,Tretinoin,Bleomycin sulfate
3053,125066,RPMI-8226,Dactinomycin,Bleomycin sulfate
67574,125066,RPMI-8226,Vincristine sulfate,Bleomycin sulfate
71423,125066,RPMI-8226,Megestrol acetate,Bleomycin sulfate
3088,125066,RPMI-8226,Chlorambucil,Bleomycin sulfate
26271,125066,RPMI-8226,Cyclophosphamide,Bleomycin sulfate
14229,125066,RPMI-8226,Quinacrine hydrochloride,Bleomycin sulfate
102816,125066,RPMI-8226,Azacitidine,Bleomycin sulfate
63878,125066,RPMI-8226,Cytarabine hydrochloride,Bleomycin sulfate
1390,125066,RPMI-8226,Allopurinol,Bleomycin sulfate
27640,125066,RPMI-8226,Floxuridine,Bleomycin sulfate
49842,125066,RPMI-8226,Vinblastine sulfate,Bleomycin sulfate
109724,125066,RPMI-8226,Ifosfamide,Bleomycin sulfate
750,125066,RPMI-8226,Busulfan,Bleomycin sulfate
119875,125066,RPMI-8226,Cisplatin,Bleomycin sulfate
85998,125066,RPMI-8226,Streptozocin,Bleomycin sulfate
8806,125066,RPMI-8226,Melphalan,Bleomycin sulfate
92859,125066,RPMI-8226,Arsenic trioxide,Bleomycin sulfate
755,125066,RPMI-8226,Mercaptopurine,Bleomycin sulfate
19893,125066,RPMI-8226,Fluorouracil,Bleomycin sulfate
105014,125066,RPMI-8226,Cladribine,Bleomycin sulfate
26980,125066,RPMI-8226,Mitomycin,Bleomycin sulfate
118218,125066,RPMI-8226,Fludarabine,Bleomycin sulfate
6396,125066,RPMI-8226,Thiotepa,Bleomycin sulfate
752,125066,RPMI-8226,Thioguanine,Bleomycin sulfate
45388,125066,RPMI-8226,Dacarbazine,Bleomycin sulfate
38721,125066,RPMI-8226,Mitotane,Bleomycin sulfate
32065,256942,RPMI-8226,Hydroxyurea,4'-Epiadriamycin
45923,256942,RPMI-8226,Methoxsalen,4'-Epiadriamycin
122819,256942,RPMI-8226,Teniposide,4'-Epiadriamycin
66847,256942,RPMI-8226,Thalidomide,4'-Epiadriamycin
82151,256942,RPMI-8226,Daunorubicin hydrochloride,4'-Epiadriamycin
123127,256942,RPMI-8226,Doxorubicin hydrochloride,4'-Epiadriamycin
125973,256942,RPMI-8226,Paclitaxel,4'-Epiadriamycin
141540,256942,RPMI-8226,Etoposide,4'-Epiadriamycin
740,256942,RPMI-8226,Methotrexate,4'-Epiadriamycin
241240,256942,RPMI-8226,Carboplatin,4'-Epiadriamycin
122758,256942,RPMI-8226,Tretinoin,4'-Epiadriamycin
3053,256942,RPMI-8226,Dactinomycin,4'-Epiadriamycin
180973,256942,RPMI-8226,Tamoxifen citrate,4'-Epiadriamycin
226080,256942,RPMI-8226,Sirolimus,4'-Epiadriamycin
67574,256942,RPMI-8226,Vincristine sulfate,4'-Epiadriamycin
71423,256942,RPMI-8226,Megestrol acetate,4'-Epiadriamycin
3088,256942,RPMI-8226,Chlorambucil,4'-Epiadriamycin
26271,256942,RPMI-8226,Cyclophosphamide,4'-Epiadriamycin
14229,256942,RPMI-8226,Quinacrine hydrochloride,4'-Epiadriamycin
102816,256942,RPMI-8226,Azacitidine,4'-Epiadriamycin
63878,256942,RPMI-8226,Cytarabine hydrochloride,4'-Epiadriamycin
1390,256942,RPMI-8226,Allopurinol,4'-Epiadriamycin
125066,256942,RPMI-8226,Bleomycin sulfate,4'-Epiadriamycin
27640,256942,RPMI-8226,Floxuridine,4'-Epiadriamycin
49842,256942,RPMI-8226,Vinblastine sulfate,4'-Epiadriamycin
109724,256942,RPMI-8226,Ifosfamide,4'-Epiadriamycin
750,256942,RPMI-8226,Busulfan,4'-Epiadriamycin
119875,256942,RPMI-8226,Cisplatin,4'-Epiadriamycin
85998,256942,RPMI-8226,Streptozocin,4'-Epiadriamycin
8806,256942,RPMI-8226,Melphalan,4'-Epiadriamycin
92859,256942,RPMI-8226,Arsenic trioxide,4'-Epiadriamycin
755,256942,RPMI-8226,Mercaptopurine,4'-Epiadriamycin
19893,256942,RPMI-8226,Fluorouracil,4'-Epiadriamycin
105014,256942,RPMI-8226,Cladribine,4'-Epiadriamycin
26980,256942,RPMI-8226,Mitomycin,4'-Epiadriamycin
118218,256942,RPMI-8226,Fludarabine,4'-Epiadriamycin
127716,256942,RPMI-8226,Decitabine,4'-Epiadriamycin
256439,256942,RPMI-8226,Idarubicin hydrochloride,4'-Epiadriamycin
