drug1,drug2,cancer,cell line,score,seneitive10,cut4,drug_combination,drug1name,drug2name,depmap_id
45388,754143,Non-Small Cell Lung Cancer,A549,-8.777777778,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000681
45388,754143,Non-Small Cell Lung Cancer,EKVX,-2.777777778,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000706
45388,754143,Non-Small Cell Lung Cancer,HOP-62,-8.222222222,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000861
45388,754143,Non-Small Cell Lung Cancer,NCI-H23,-4.222222222,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000900
45388,754143,Non-Small Cell Lung Cancer,NCI-H460,0.555555556,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000463
45388,754143,Non-Small Cell Lung Cancer,NCI-H522,-2.555555556,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000343
45388,754143,Ovarian Cancer,IGROV1,-2.333333333,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000966
45388,754143,Ovarian Cancer,OVCAR-3,-2.888888889,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000001
45388,754143,Ovarian Cancer,OVCAR-4,-6.222222222,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000617
45388,754143,Ovarian Cancer,OVCAR-8,-3.777777778,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000696
45388,754143,Ovarian Cancer,SK-OV-3,-3.888888889,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000811
45388,754143,Prostate Cancer,PC-3,0.111111111,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000090
45388,754143,Renal Cancer,786-0,-5.888888889,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000649
45388,754143,Renal Cancer,A-498,-2.666666667,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000555
45388,754143,Renal Cancer,ACHN,-5.444444444,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000046
45388,754143,Renal Cancer,CAKI-1,-3.555555556,0,0,45388-754143,Dacarbazine,Romidepsin,ACH-000433
45388,755986,Breast Cancer,BT-549,-5,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000288
45388,755986,Breast Cancer,HS 578T,-2.666666667,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000148
45388,755986,Breast Cancer,MCF7,-1.111111111,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000019
45388,755986,Breast Cancer,MDA-MB-231,-0.444444444,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000768
45388,755986,Breast Cancer,MDA-MB-468,-3.222222222,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000849
45388,755986,Breast Cancer,T-47D,-0.555555556,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000147
45388,755986,CNS Cancer,SF-268,-16.22222222,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000655
45388,755986,CNS Cancer,SF-295,-2.666666667,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000376
45388,755986,CNS Cancer,U251,-2.444444444,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000232
45388,755986,Colon Cancer,HCT 116,-0.222222222,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000971
45388,755986,Colon Cancer,HCT-15,-3.888888889,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000997
45388,755986,Colon Cancer,KM12,0.111111111,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000969
45388,755986,Colon Cancer,SW-620,-3.666666667,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000651
45388,755986,Leukemia,HL-60(TB),-9.333333333,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000002
45388,755986,Leukemia,K-562,-11.44444444,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000551
45388,755986,Leukemia,RPMI-8226,0.333333333,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000817
45388,755986,Melanoma,LOX IMVI,-5,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000750
45388,755986,Melanoma,SK-MEL-2,-12.11111111,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-001190
45388,755986,Melanoma,SK-MEL-28,-11.88888889,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000615
45388,755986,Melanoma,SK-MEL-5,-4.222222222,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000730
45388,755986,Melanoma,UACC-257,-13,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000579
45388,755986,Melanoma,UACC-62,-5.333333333,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000425
45388,755986,Non-Small Cell Lung Cancer,A549,-2,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000681
45388,755986,Non-Small Cell Lung Cancer,EKVX,-8,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000706
45388,755986,Non-Small Cell Lung Cancer,HOP-62,-10.22222222,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000861
45388,755986,Non-Small Cell Lung Cancer,NCI-H23,-8.777777778,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000900
45388,755986,Non-Small Cell Lung Cancer,NCI-H460,0.555555556,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000463
45388,755986,Non-Small Cell Lung Cancer,NCI-H522,-2.666666667,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000343
45388,755986,Ovarian Cancer,IGROV1,-6.222222222,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000966
45388,755986,Ovarian Cancer,OVCAR-3,-11,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000001
45388,755986,Ovarian Cancer,OVCAR-4,-3.777777778,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000617
45388,755986,Ovarian Cancer,OVCAR-8,-1.777777778,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000696
45388,755986,Ovarian Cancer,SK-OV-3,-5.222222222,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000811
45388,755986,Prostate Cancer,PC-3,-1.777777778,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000090
45388,755986,Renal Cancer,786-0,0,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000649
45388,755986,Renal Cancer,A-498,-2.666666667,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000555
45388,755986,Renal Cancer,ACHN,-13.11111111,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000046
45388,755986,Renal Cancer,CAKI-1,-9.888888889,0,0,45388-755986,Dacarbazine,Vismodegib,ACH-000433
45388,756645,Breast Cancer,BT-549,-7.388888889,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000288
45388,756645,Breast Cancer,HS 578T,-5.666666667,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000148
45388,756645,Breast Cancer,MCF7,-5,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000019
45388,756645,Breast Cancer,MDA-MB-231,-4.722222222,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000768
45388,756645,Breast Cancer,MDA-MB-468,-3.944444444,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000849
45388,756645,Breast Cancer,T-47D,-3.777777778,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000147
45388,756645,CNS Cancer,SF-268,-10.55555556,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000655
45388,756645,CNS Cancer,SF-295,1.888888889,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000376
45388,756645,CNS Cancer,U251,-4.555555556,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000232
45388,756645,Colon Cancer,HCT 116,-4.833333333,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000971
45388,756645,Colon Cancer,HCT-15,-4.666666667,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000997
45388,756645,Colon Cancer,KM12,-1.5,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000969
45388,756645,Colon Cancer,SW-620,-5.388888889,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000651
45388,756645,Leukemia,HL-60(TB),-4.333333333,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000002
45388,756645,Leukemia,K-562,-6.888888889,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000551
45388,756645,Leukemia,RPMI-8226,-0.055555556,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000817
45388,756645,Melanoma,LOX IMVI,-1.666666667,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000750
45388,756645,Melanoma,SK-MEL-2,-24.72222222,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-001190
45388,756645,Melanoma,SK-MEL-28,-7.333333333,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000615
45388,756645,Melanoma,SK-MEL-5,-6.444444444,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000730
45388,756645,Melanoma,UACC-257,-14.44444444,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000579
45388,756645,Melanoma,UACC-62,-3.333333333,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000425
45388,756645,Non-Small Cell Lung Cancer,A549,-3.888888889,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000681
45388,756645,Non-Small Cell Lung Cancer,EKVX,-5.666666667,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000706
45388,756645,Non-Small Cell Lung Cancer,HOP-62,-9,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000861
45388,756645,Non-Small Cell Lung Cancer,NCI-H23,-6.888888889,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000900
45388,756645,Non-Small Cell Lung Cancer,NCI-H460,-0.944444444,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000463
45388,756645,Non-Small Cell Lung Cancer,NCI-H522,-1.777777778,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000343
45388,756645,Ovarian Cancer,IGROV1,-2.222222222,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000966
45388,756645,Ovarian Cancer,OVCAR-3,-2.333333333,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000001
45388,756645,Ovarian Cancer,OVCAR-4,-6.444444444,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000617
45388,756645,Ovarian Cancer,OVCAR-8,-1.722222222,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000696
45388,756645,Ovarian Cancer,SK-OV-3,-3.888888889,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000811
45388,756645,Prostate Cancer,PC-3,-2.222222222,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000090
45388,756645,Renal Cancer,786-0,-2.111111111,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000649
45388,756645,Renal Cancer,A-498,-3.222222222,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000555
45388,756645,Renal Cancer,ACHN,-3.111111111,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000046
45388,756645,Renal Cancer,CAKI-1,-6,0,0,45388-756645,Dacarbazine,Crizotinib,ACH-000433
45388,757441,Breast Cancer,BT-549,-6.444444444,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000288
45388,757441,Breast Cancer,HS 578T,-1.777777778,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000148
45388,757441,Breast Cancer,MCF7,-3.444444444,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000019
45388,757441,Breast Cancer,MDA-MB-231,-10.66666667,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000768
45388,757441,Breast Cancer,MDA-MB-468,0.111111111,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000849
45388,757441,Breast Cancer,T-47D,-1.444444444,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000147
45388,757441,CNS Cancer,SF-268,-11.11111111,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000655
45388,757441,CNS Cancer,SF-295,-0.777777778,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000376
45388,757441,CNS Cancer,U251,-3.777777778,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000232
45388,757441,Colon Cancer,HCT 116,-5.111111111,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000971
45388,757441,Colon Cancer,HCT-15,-8.777777778,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000997
45388,757441,Colon Cancer,KM12,-1.222222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000969
45388,757441,Colon Cancer,SW-620,-6.444444444,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000651
45388,757441,Leukemia,HL-60(TB),8.444444444,0,1,45388-757441,Dacarbazine,Axitinib,ACH-000002
45388,757441,Leukemia,K-562,1.888888889,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000551
45388,757441,Leukemia,RPMI-8226,3.222222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000817
45388,757441,Melanoma,LOX IMVI,-0.222222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000750
45388,757441,Melanoma,SK-MEL-2,-9.444444444,0,0,45388-757441,Dacarbazine,Axitinib,ACH-001190
45388,757441,Melanoma,SK-MEL-28,-12.22222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000615
45388,757441,Melanoma,SK-MEL-5,-17.88888889,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000730
45388,757441,Melanoma,UACC-257,-14.33333333,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000579
45388,757441,Melanoma,UACC-62,-5.222222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000425
45388,757441,Non-Small Cell Lung Cancer,A549,-4.444444444,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000681
45388,757441,Non-Small Cell Lung Cancer,EKVX,-5.555555556,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000706
45388,757441,Non-Small Cell Lung Cancer,HOP-62,-17.22222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000861
45388,757441,Non-Small Cell Lung Cancer,NCI-H23,-12.44444444,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000900
45388,757441,Non-Small Cell Lung Cancer,NCI-H460,-1.555555556,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000463
45388,757441,Non-Small Cell Lung Cancer,NCI-H522,-3.222222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000343
45388,757441,Ovarian Cancer,IGROV1,-1.888888889,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000966
45388,757441,Ovarian Cancer,OVCAR-3,-6.222222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000001
45388,757441,Ovarian Cancer,OVCAR-4,-2.444444444,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000617
45388,757441,Ovarian Cancer,OVCAR-8,-7.777777778,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000696
45388,757441,Ovarian Cancer,SK-OV-3,-6.777777778,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000811
45388,757441,Prostate Cancer,PC-3,-8.888888889,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000090
45388,757441,Renal Cancer,786-0,-3.777777778,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000649
45388,757441,Renal Cancer,A-498,1.111111111,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000555
45388,757441,Renal Cancer,ACHN,-14.22222222,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000046
45388,757441,Renal Cancer,CAKI-1,-5.888888889,0,0,45388-757441,Dacarbazine,Axitinib,ACH-000433
45388,760766,Breast Cancer,BT-549,-6.333333333,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000288
45388,760766,Breast Cancer,HS 578T,-6.444444444,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000148
45388,760766,Breast Cancer,MCF7,0.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000019
45388,760766,Breast Cancer,MDA-MB-231,-2.888888889,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000768
45388,760766,Breast Cancer,MDA-MB-468,-2.888888889,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000849
45388,760766,Breast Cancer,T-47D,-2.777777778,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000147
45388,760766,CNS Cancer,SF-268,-8.555555556,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000655
45388,760766,CNS Cancer,SF-295,-1.555555556,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000376
45388,760766,CNS Cancer,U251,-2.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000232
45388,760766,Colon Cancer,HCT 116,-2.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000971
45388,760766,Colon Cancer,HCT-15,-3.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000997
45388,760766,Colon Cancer,KM12,-3.444444444,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000969
45388,760766,Colon Cancer,SW-620,-5.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000651
45388,760766,Leukemia,HL-60(TB),-5.222222222,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000002
45388,760766,Leukemia,K-562,-11,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000551
45388,760766,Leukemia,RPMI-8226,2.888888889,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000817
45388,760766,Melanoma,LOX IMVI,-2,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000750
45388,760766,Melanoma,SK-MEL-2,-4.444444444,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-001190
45388,760766,Melanoma,SK-MEL-28,-12,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000615
45388,760766,Melanoma,SK-MEL-5,-9.666666667,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000730
45388,760766,Melanoma,UACC-257,-15.55555556,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000579
45388,760766,Melanoma,UACC-62,-0.444444444,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000425
45388,760766,Non-Small Cell Lung Cancer,A549,-3.666666667,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000681
45388,760766,Non-Small Cell Lung Cancer,EKVX,-3.555555556,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000706
45388,760766,Non-Small Cell Lung Cancer,HOP-62,-12.33333333,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000861
45388,760766,Non-Small Cell Lung Cancer,NCI-H23,-5.888888889,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000900
45388,760766,Non-Small Cell Lung Cancer,NCI-H460,-1.333333333,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000463
45388,760766,Non-Small Cell Lung Cancer,NCI-H522,-6.888888889,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000343
45388,760766,Ovarian Cancer,IGROV1,-7.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000966
45388,760766,Ovarian Cancer,OVCAR-3,-8.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000001
45388,760766,Ovarian Cancer,OVCAR-4,-2.666666667,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000617
45388,760766,Ovarian Cancer,OVCAR-8,-0.555555556,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000696
45388,760766,Ovarian Cancer,SK-OV-3,-3.222222222,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000811
45388,760766,Prostate Cancer,PC-3,-2.333333333,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000090
45388,760766,Renal Cancer,786-0,-1,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000649
45388,760766,Renal Cancer,A-498,-3.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000555
45388,760766,Renal Cancer,CAKI-1,-5.111111111,0,0,45388-760766,Dacarbazine,Vandetanib,ACH-000433
45388,761432,Breast Cancer,BT-549,-4.222222222,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000288
45388,761432,Breast Cancer,HS 578T,2.111111111,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000148
45388,761432,Breast Cancer,MCF7,-3.444444444,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000019
45388,761432,Breast Cancer,MDA-MB-231,-5.888888889,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000768
45388,761432,Breast Cancer,MDA-MB-468,-4.333333333,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000849
45388,761432,Breast Cancer,T-47D,-3.666666667,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000147
45388,761432,CNS Cancer,SF-268,-3,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000655
45388,761432,CNS Cancer,SF-295,0.333333333,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000376
45388,761432,CNS Cancer,U251,-1.222222222,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000232
45388,761432,Colon Cancer,HCT 116,-10.22222222,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000971
45388,761432,Colon Cancer,HCT-15,-6.888888889,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000997
45388,761432,Colon Cancer,KM12,-2.444444444,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000969
45388,761432,Colon Cancer,SW-620,-5.666666667,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000651
45388,761432,Leukemia,HL-60(TB),-5.666666667,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000002
45388,761432,Leukemia,K-562,-16.22222222,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000551
45388,761432,Leukemia,RPMI-8226,1.444444444,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000817
45388,761432,Melanoma,LOX IMVI,-0.222222222,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000750
45388,761432,Melanoma,SK-MEL-2,-2.888888889,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-001190
45388,761432,Melanoma,SK-MEL-28,-6.111111111,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000615
45388,761432,Melanoma,SK-MEL-5,-11.66666667,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000730
45388,761432,Melanoma,UACC-257,-7.222222222,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000579
45388,761432,Melanoma,UACC-62,2,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000425
45388,761432,Non-Small Cell Lung Cancer,A549,-6.666666667,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000681
45388,761432,Non-Small Cell Lung Cancer,EKVX,-5.888888889,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000706
45388,761432,Non-Small Cell Lung Cancer,HOP-62,-11.44444444,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000861
45388,761432,Non-Small Cell Lung Cancer,NCI-H23,-6.666666667,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000900
45388,761432,Non-Small Cell Lung Cancer,NCI-H460,-2,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000463
45388,761432,Non-Small Cell Lung Cancer,NCI-H522,-2.666666667,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000343
45388,761432,Ovarian Cancer,IGROV1,-1.777777778,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000966
45388,761432,Ovarian Cancer,OVCAR-3,-8.666666667,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000001
45388,761432,Ovarian Cancer,OVCAR-4,6.777777778,0,1,45388-761432,Dacarbazine,Cabazitaxel,ACH-000617
45388,761432,Ovarian Cancer,OVCAR-8,-4.555555556,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000696
45388,761432,Ovarian Cancer,SK-OV-3,-2.555555556,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000811
45388,761432,Prostate Cancer,PC-3,1,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000090
45388,761432,Renal Cancer,786-0,0.888888889,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000649
45388,761432,Renal Cancer,A-498,1.333333333,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000555
45388,761432,Renal Cancer,ACHN,-4.888888889,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000046
45388,761432,Renal Cancer,CAKI-1,-5.888888889,0,0,45388-761432,Dacarbazine,Cabazitaxel,ACH-000433
45388,763371,Breast Cancer,BT-549,-12.66666667,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000288
45388,763371,Breast Cancer,HS 578T,-4.111111111,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000148
45388,763371,Breast Cancer,MCF7,-8.444444444,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000019
45388,763371,Breast Cancer,MDA-MB-231,-5.555555556,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000768
45388,763371,Breast Cancer,MDA-MB-468,-4.777777778,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000849
45388,763371,Breast Cancer,T-47D,-4.555555556,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000147
45388,763371,CNS Cancer,SF-268,-7.888888889,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000655
45388,763371,CNS Cancer,SF-295,-4.111111111,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000376
45388,763371,CNS Cancer,U251,-3.111111111,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000232
45388,763371,Colon Cancer,HCT 116,-1.333333333,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000971
45388,763371,Colon Cancer,HCT-15,-2.444444444,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000997
45388,763371,Colon Cancer,KM12,-3,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000969
45388,763371,Colon Cancer,SW-620,-4.888888889,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000651
45388,763371,Leukemia,HL-60(TB),4.777777778,0,1,45388-763371,Dacarbazine,Ruxolitinib,ACH-000002
45388,763371,Leukemia,K-562,11.88888889,1,1,45388-763371,Dacarbazine,Ruxolitinib,ACH-000551
45388,763371,Leukemia,RPMI-8226,5.888888889,0,1,45388-763371,Dacarbazine,Ruxolitinib,ACH-000817
45388,763371,Melanoma,LOX IMVI,-2,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000750
45388,763371,Melanoma,SK-MEL-2,-9.777777778,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-001190
45388,763371,Melanoma,SK-MEL-28,-16.11111111,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000615
45388,763371,Melanoma,SK-MEL-5,-27.77777778,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000730
45388,763371,Melanoma,UACC-257,-18.44444444,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000579
45388,763371,Melanoma,UACC-62,-15.55555556,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000425
45388,763371,Non-Small Cell Lung Cancer,A549,-3.111111111,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000681
45388,763371,Non-Small Cell Lung Cancer,EKVX,-2.666666667,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000706
45388,763371,Non-Small Cell Lung Cancer,HOP-62,-20.44444444,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000861
45388,763371,Non-Small Cell Lung Cancer,NCI-H23,-9.222222222,0,0,45388-763371,Dacarbazine,Ruxolitinib,ACH-000900
